AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP
21.309,1011.1,100.05,4.6578,25.283,1089.9,549.61,12.083
21.943,1010.8,100.05,4.5282,25.443,1090.5,549.72,12.104
22.391,1010.8,99.776,4.4837,25.415,1090.3,549.77,12.101
22.328,1011.3,99.0,4.5195,25.424,1090.1,549.99,12.09
21.936,1011.6,96.116,4.4623,25.318,1090.5,549.7,12.155
21.628,1011.6,94.092,4.4304,25.627,1092.1,550.36,12.16
21.23,1011.5,94.49,4.3411,25.064,1088.9,549.68,12.135
20.997,1011.4,95.793,4.407,25.337,1090.1,550.35,12.124
20.976,1011.3,96.93,4.4024,25.216,1089.7,550.13,12.017
21.155,1011.0,97.274,4.4181,25.189,1089.2,549.76,11.949
21.369,1010.9,97.958,4.4598,25.506,1090.8,549.92,12.226
21.594,1010.6,97.538,4.5032,25.542,1090.7,550.39,12.088
21.974,1010.5,96.341,3.6136,19.907,1057.5,549.9,10.553
21.901,1010.0,96.098,3.5929,19.571,1055.5,550.08,10.448
21.587,1009.9,97.694,3.6819,19.6,1055.5,550.15,10.431
21.736,1010.0,98.077,3.6669,19.635,1055.7,550.2,10.379
21.907,1010.0,97.109,4.3627,24.384,1084.1,550.15,11.794
22.217,1010.1,95.261,4.4906,25.49,1090.5,550.13,12.122
22.995,1010.3,92.827,4.4785,25.616,1090.5,550.0,12.088
23.934,1010.5,85.218,4.3658,25.754,1091.2,549.85,12.093
24.94,1010.4,79.964,4.3377,25.919,1091.6,549.82,12.098
25.293,1010.4,77.775,4.3647,25.972,1091.7,549.85,12.103
23.445,1010.3,88.069,4.4014,25.738,1091.1,550.27,12.135
21.65,1010.3,99.377,4.467,25.657,1091.1,550.24,12.266
21.295,1009.9,100.06,4.5054,25.57,1090.8,550.14,12.234
22.039,1009.6,97.834,4.4568,25.726,1091.2,550.04,12.199
23.342,1009.7,89.705,4.3575,25.858,1091.7,550.08,12.165
23.722,1009.9,83.964,4.3361,25.771,1091.3,550.05,12.109
23.105,1010.0,82.895,4.2553,25.539,1090.1,550.07,12.058
22.519,1010.4,86.987,4.3207,25.433,1090.4,550.05,12.102
21.903,1010.5,91.067,4.3572,25.421,1090.0,550.19,12.182
21.12,1010.5,92.63,4.3903,25.313,1089.5,550.28,12.04
20.461,1010.4,94.343,4.5097,25.263,1089.4,549.85,12.15
19.828,1010.3,96.32,4.8231,26.894,1091.4,545.41,12.488
19.465,1010.1,97.367,4.0191,21.646,1068.7,550.05,11.032
19.027,1009.9,97.256,3.7597,19.607,1055.7,550.0,10.431
18.622,1009.8,97.932,3.8247,19.531,1055.6,549.92,10.45
18.536,1009.5,99.069,3.884,19.544,1055.9,550.15,10.459
18.502,1009.6,99.445,3.9022,19.566,1055.7,550.1,10.454
18.225,1009.7,99.263,3.9128,19.543,1055.6,549.95,10.403
17.992,1009.8,99.498,4.5269,22.919,1075.4,550.24,11.384
18.61,1009.9,100.04,4.8082,25.228,1088.9,549.93,12.008
20.092,1010.3,99.657,4.5995,25.442,1089.4,549.91,12.001
22.045,1010.5,94.562,3.9744,22.187,1070.4,549.79,11.106
23.797,1010.5,88.921,3.6428,20.056,1057.8,550.07,10.483
25.138,1010.3,82.853,3.6168,20.117,1057.8,550.01,10.5
25.969,1010.1,76.827,3.5473,19.828,1056.2,549.87,10.444
26.396,1009.6,72.348,3.5998,20.23,1058.7,549.95,10.58
27.066,1009.3,69.97,3.8697,22.012,1068.9,549.94,11.17
26.996,1009.0,69.465,4.4502,25.948,1091.7,550.34,12.181
26.612,1008.7,72.054,4.4325,25.939,1091.6,550.28,12.059
26.12,1008.6,75.23,3.8332,22.216,1070.0,550.15,11.132
25.472,1008.5,80.734,4.349,25.631,1089.9,549.86,12.043
24.937,1009.1,83.836,4.4495,25.763,1090.7,549.8,12.123
23.041,1009.3,91.671,4.5257,25.684,1090.7,550.13,12.128
22.825,1009.2,94.758,4.5211,25.476,1089.5,550.43,12.066
22.606,1009.0,93.317,4.4811,25.465,1089.5,550.26,12.085
22.679,1009.0,94.37,4.5658,25.91,1091.9,549.93,12.301
22.89,1009.2,93.668,4.5594,25.776,1091.4,549.8,12.251
22.571,1009.3,90.796,4.5018,25.447,1090.4,550.15,12.2
21.506,1009.6,89.54,3.6461,20.684,1062.7,550.0,10.736
20.216,1009.5,88.902,3.4784,19.605,1056.3,550.06,10.444
19.263,1009.9,87.904,3.4442,19.544,1056.2,550.23,10.392
18.228,1010.3,87.268,3.3468,19.658,1056.8,550.09,10.477
17.329,1010.7,86.832,4.1577,25.087,1089.3,549.77,12.084
17.382,1010.9,83.381,4.1827,25.015,1089.3,550.05,12.078
17.691,1011.7,78.383,4.1617,25.174,1089.7,550.25,12.08
18.753,1012.4,72.315,4.1601,25.228,1090.6,549.93,12.083
19.301,1012.8,69.85,4.1668,25.226,1090.5,550.26,12.095
19.004,1013.1,71.105,4.1343,25.118,1090.3,550.08,12.086
19.383,1013.0,68.535,4.2127,25.338,1090.6,549.87,12.194
20.551,1013.0,61.607,4.2283,25.547,1091.2,549.68,12.252
21.497,1012.9,56.097,4.2572,25.58,1091.6,549.65,12.199
21.771,1012.8,52.225,4.261,25.653,1091.8,549.59,12.118
21.902,1012.9,49.948,4.2601,25.509,1090.9,550.03,12.016
22.16,1013.2,50.566,4.2631,25.525,1091.1,549.8,12.076
21.181,1013.8,57.676,4.2238,25.137,1089.9,549.76,12.081
19.966,1014.6,69.16,4.1619,25.057,1089.2,549.91,12.038
18.985,1015.2,76.943,4.1248,24.877,1088.8,550.09,12.036
18.213,1015.6,71.274,4.1584,25.012,1089.4,550.33,12.024
18.091,1015.7,66.626,4.1279,24.927,1089.0,550.18,12.0
18.057,1015.6,65.177,4.1327,25.165,1090.1,549.97,12.096
18.053,1015.3,62.491,4.0437,24.438,1085.9,549.98,11.79
17.715,1015.1,65.435,3.3334,19.45,1056.4,549.95,10.58
16.761,1015.0,72.08,3.3403,19.429,1055.9,550.04,10.512
16.377,1014.9,75.963,3.3034,19.283,1055.0,549.96,10.437
16.478,1014.9,74.475,3.3322,19.347,1055.2,549.9,10.362
16.704,1015.2,74.748,3.2961,19.402,1055.5,549.97,10.287
16.636,1015.5,75.162,3.4987,20.65,1062.5,549.93,10.795
16.77,1015.8,75.295,4.1592,24.917,1087.9,549.94,11.969
17.421,1016.1,69.156,4.1775,25.017,1088.8,549.82,12.008
18.475,1016.3,63.653,4.2192,25.146,1089.4,549.91,12.033
19.539,1016.0,60.512,4.2717,25.282,1090.2,550.02,11.977
20.595,1015.6,59.064,3.844,21.824,1069.8,549.94,11.132
21.657,1015.5,51.887,4.397,25.254,1090.0,550.43,12.154
22.851,1015.0,49.824,4.4688,25.612,1092.3,550.02,12.16
23.163,1014.7,49.022,4.4149,25.393,1090.4,549.6,12.193
23.283,1014.5,52.755,4.4411,25.627,1091.8,550.0,12.268
23.481,1014.5,54.457,4.3861,25.407,1090.7,550.32,12.231
23.63,1014.7,54.414,4.3915,25.606,1091.5,550.37,12.183
22.598,1015.1,60.185,4.3161,25.454,1090.6,550.18,12.127
22.489,1015.3,63.966,4.331,25.587,1091.3,550.21,12.165
21.651,1015.6,65.718,4.2365,25.258,1089.5,549.79,12.087
19.679,1015.7,73.196,4.2277,25.205,1089.4,549.98,12.155
18.115,1015.7,79.793,4.2078,25.007,1088.6,549.84,11.989
17.168,1015.3,83.152,3.5539,20.413,1061.5,549.93,10.708
16.593,1015.4,84.943,3.4227,19.383,1055.3,549.83,10.514
16.002,1015.3,86.596,3.4214,19.423,1055.8,549.9,10.563
15.317,1015.5,88.961,3.4229,19.193,1054.6,550.15,10.437
15.054,1015.6,89.987,3.4648,19.256,1055.0,550.02,10.49
14.782,1015.8,90.553,3.3998,19.06,1053.6,550.09,10.347
14.543,1016.1,91.082,3.4304,19.092,1053.8,549.98,10.345
14.378,1016.6,91.618,3.4389,19.059,1053.8,550.02,10.345
14.92,1017.1,93.088,3.4612,19.167,1054.1,549.99,10.366
17.169,1017.4,90.861,4.0893,23.786,1080.9,550.14,11.692
20.232,1017.3,80.925,4.3052,25.349,1089.9,549.93,12.073
22.304,1017.5,73.355,4.3268,25.353,1090.3,549.89,12.1
23.371,1017.5,68.515,4.3771,25.424,1090.8,550.06,12.158
24.201,1017.0,64.137,4.3989,25.5,1091.3,550.29,12.255
25.241,1016.4,57.423,4.4229,25.615,1091.8,550.33,12.304
26.04,1016.0,53.321,4.4066,25.528,1091.4,550.41,12.294
25.871,1015.8,54.697,4.4074,25.59,1091.6,550.4,12.289
25.637,1015.6,56.089,4.3969,25.759,1092.2,550.41,12.288
25.195,1015.4,52.396,4.3328,25.679,1091.5,550.19,12.189
23.415,1015.5,66.0,4.2912,25.459,1090.3,550.26,12.156
22.449,1015.9,68.009,4.2689,25.526,1090.8,550.36,12.136
21.481,1016.1,69.376,4.2233,25.37,1090.3,550.11,12.08
20.681,1015.9,71.459,3.4103,19.935,1058.0,549.96,10.553
19.396,1015.6,75.548,3.4957,20.31,1060.7,550.0,10.757
18.242,1015.0,78.731,3.5051,20.521,1062.4,549.92,10.764
17.386,1014.8,81.153,3.3668,19.241,1054.6,549.94,10.465
16.478,1014.7,83.775,4.2028,24.641,1086.6,550.11,11.993
15.77,1014.3,85.2,4.2771,25.134,1089.7,549.75,12.144
15.316,1014.0,85.194,4.2429,24.928,1088.8,550.34,12.075
14.949,1013.9,85.818,4.2237,24.811,1088.3,549.8,12.005
14.768,1013.8,86.264,4.2409,24.776,1088.2,549.88,12.048
14.561,1013.9,86.747,4.2493,25.11,1090.0,550.04,12.146
15.566,1013.8,87.581,4.2491,25.05,1089.3,550.14,12.025
18.079,1013.9,82.95,4.2976,25.332,1089.6,549.92,12.049
21.06,1014.2,78.851,4.3594,25.571,1090.8,550.06,12.109
22.781,1014.0,75.429,4.3888,25.627,1091.4,550.21,12.127
23.819,1013.6,64.402,4.4091,25.75,1092.0,550.12,12.16
24.752,1012.9,54.365,4.4542,25.872,1092.0,550.03,12.178
25.698,1012.4,52.894,4.46,25.859,1092.0,550.13,12.183
26.13,1011.7,52.504,4.481,25.955,1092.1,550.23,12.188
26.155,1011.1,55.018,4.4666,26.039,1092.7,550.3,12.192
26.206,1010.6,53.458,4.4752,26.09,1092.7,550.22,12.186
25.897,1010.3,56.056,4.3826,25.94,1091.7,550.26,12.065
24.093,1010.3,66.516,4.2617,25.491,1089.6,549.89,12.066
22.886,1010.3,75.28,4.3009,25.584,1090.4,549.95,12.115
22.193,1010.3,76.804,4.2636,25.446,1089.7,550.0,12.08
21.194,1010.1,77.77,3.6551,21.473,1066.9,550.03,10.938
20.222,1009.6,79.557,3.8454,22.691,1074.2,550.0,11.297
19.077,1009.1,81.542,4.2316,25.157,1088.7,550.14,11.986
17.962,1009.3,85.929,4.2929,24.997,1087.7,550.11,11.916
17.331,1009.3,87.492,3.9251,22.521,1073.8,550.11,11.244
17.078,1008.9,88.804,3.5413,19.852,1057.3,550.08,10.485
16.534,1008.7,88.592,3.572,19.839,1057.3,549.84,10.492
16.132,1008.7,88.206,3.5378,19.834,1057.2,549.95,10.469
15.883,1008.7,88.927,3.5372,19.773,1057.0,550.05,10.522
15.752,1008.9,89.953,4.2959,24.763,1086.4,549.92,11.883
16.395,1009.0,92.19,4.3977,25.249,1088.9,549.97,12.019
18.802,1009.5,95.715,4.4631,25.488,1089.6,549.85,12.058
22.022,1009.9,91.397,4.4719,25.546,1089.8,550.01,12.067
24.054,1009.9,75.504,4.4413,25.647,1090.5,549.97,12.087
25.547,1009.6,63.454,4.5124,26.011,1092.6,550.17,12.16
26.705,1009.3,56.557,4.5274,26.121,1093.1,550.07,12.197
27.921,1009.0,56.282,4.5346,26.065,1092.8,549.94,12.209
28.409,1008.7,50.235,4.5222,26.001,1092.4,549.9,12.218
28.242,1008.5,52.317,4.5293,26.244,1093.2,549.9,12.227
27.839,1008.4,56.579,4.5255,26.194,1092.8,549.78,12.226
26.96,1008.2,66.186,4.4792,26.019,1092.0,549.75,12.18
25.623,1008.4,82.382,4.4921,25.995,1092.0,550.3,12.185
24.803,1008.9,87.274,4.5366,25.815,1091.1,550.23,12.211
24.171,1009.2,90.793,4.6328,25.744,1090.9,550.06,12.091
23.623,1009.4,89.907,4.5668,25.511,1089.6,550.15,12.055
22.219,1009.5,85.647,4.441,25.39,1089.3,550.25,12.059
20.436,1009.4,85.192,4.3722,25.093,1088.0,549.99,12.012
19.621,1009.6,87.803,4.4188,25.387,1089.4,550.25,12.134
19.303,1009.6,90.537,4.4465,25.317,1089.2,550.05,12.175
18.912,1009.8,91.836,4.476,25.335,1089.2,549.86,12.067
18.624,1009.9,93.15,4.4599,25.148,1088.5,550.1,11.97
18.525,1010.2,93.511,4.4766,25.131,1088.7,549.98,11.913
18.663,1010.4,95.052,4.4987,25.195,1088.6,549.8,11.856
18.655,1010.7,92.604,4.4797,25.075,1088.1,550.01,11.948
19.103,1011.2,93.875,4.472,25.384,1089.7,550.12,11.997
20.981,1011.6,92.598,4.4771,25.634,1090.6,550.21,12.095
23.544,1012.0,85.273,4.4461,25.883,1091.4,550.24,12.134
25.104,1012.1,80.721,4.4858,25.855,1091.8,550.15,12.165
25.996,1012.1,78.097,4.472,25.78,1091.5,550.17,12.169
26.729,1011.8,74.469,4.5325,25.944,1092.3,550.03,12.286
27.57,1011.6,69.241,4.8076,28.145,1095.6,544.63,12.766
27.782,1011.5,66.466,4.769,27.831,1096.7,546.52,12.559
27.828,1011.4,64.444,4.6071,26.961,1097.1,550.04,12.36
27.774,1011.4,67.292,4.498,26.043,1092.5,549.97,12.312
26.385,1011.7,80.05,4.4274,25.911,1091.9,550.13,12.129
25.379,1012.0,84.116,4.4041,25.734,1090.8,550.35,12.121
25.171,1012.5,76.202,4.3905,25.878,1092.2,550.13,12.219
24.293,1013.3,78.694,4.3399,25.645,1091.1,550.07,12.147
23.359,1013.7,83.664,4.4001,25.753,1091.9,550.05,12.166
22.613,1013.9,86.918,4.3922,25.38,1090.3,550.03,12.041
22.006,1013.8,89.744,4.4084,25.157,1089.7,549.97,11.937
21.662,1013.7,92.314,4.4531,25.12,1089.2,550.12,12.045
21.496,1013.8,93.726,4.5166,25.294,1090.0,550.24,12.052
21.339,1013.6,94.108,4.4947,25.283,1090.0,550.14,11.895
21.221,1013.6,93.821,4.475,25.32,1090.0,550.21,11.899
21.062,1013.8,93.489,4.461,25.31,1090.1,550.36,11.903
20.834,1014.1,93.382,4.467,25.067,1088.9,549.76,11.952
20.696,1014.5,94.673,4.51,25.159,1089.0,550.39,12.004
21.123,1014.9,95.453,4.5447,25.267,1090.0,550.07,12.057
22.48,1015.3,93.15,4.4748,25.642,1091.2,549.86,12.14
24.322,1015.6,82.449,4.4129,25.855,1092.5,550.11,12.185
25.549,1015.6,75.982,4.444,25.934,1092.9,549.96,12.205
26.299,1015.4,72.682,4.4425,25.804,1091.9,549.69,12.123
26.929,1015.2,67.479,4.4082,25.445,1090.3,549.92,12.059
27.459,1014.8,65.151,4.4684,25.881,1092.5,550.27,12.081
28.034,1014.6,58.744,4.4883,25.988,1092.7,550.21,12.091
27.971,1014.6,59.161,4.4743,25.959,1092.9,550.1,12.102
27.663,1014.5,56.98,4.4402,25.89,1092.9,549.82,12.112
26.918,1014.8,58.25,4.3672,25.703,1092.2,549.64,12.122
25.495,1015.1,62.329,4.3057,25.453,1090.2,549.73,11.976
24.346,1015.7,69.561,4.2651,25.313,1089.6,549.8,12.116
23.436,1015.9,80.024,4.3617,25.588,1091.7,550.13,12.178
22.604,1015.9,85.365,4.3952,25.397,1090.5,550.18,12.135
21.909,1015.7,89.941,4.4113,25.207,1089.1,550.22,12.08
21.477,1015.6,92.321,4.511,25.226,1089.9,550.35,12.048
21.13,1015.6,93.405,4.588,25.291,1090.8,550.05,12.167
20.882,1015.5,94.112,4.6085,25.288,1091.0,550.16,12.195
20.757,1015.4,94.63,4.5599,25.11,1090.1,549.79,12.197
20.615,1015.3,94.799,4.5548,25.17,1089.4,550.23,12.203
20.561,1015.4,95.354,4.5789,25.299,1089.8,549.84,12.209
20.67,1015.7,94.638,4.5993,25.305,1089.7,549.99,12.215
20.473,1016.1,94.126,4.6782,25.632,1091.9,549.96,12.187
20.575,1016.5,95.789,4.6217,25.344,1090.1,550.12,12.079
22.062,1016.6,93.899,4.5306,25.563,1091.0,549.95,12.105
23.813,1016.7,85.064,4.4409,25.765,1092.1,549.89,12.16
25.176,1016.5,76.759,4.4352,25.945,1093.1,550.08,12.224
26.062,1016.2,73.849,4.4566,26.031,1093.5,550.14,12.239
26.986,1015.6,64.049,4.4992,26.115,1094.3,549.8,12.334
27.583,1015.1,61.419,5.1931,30.699,1099.7,537.32,13.368
28.376,1015.0,52.657,5.0535,29.755,1099.9,541.18,13.26
28.973,1015.0,48.996,5.1687,31.006,1099.8,537.06,13.366
28.296,1015.1,45.598,5.0024,30.022,1099.8,540.08,13.275
27.199,1015.5,56.829,5.0563,30.68,1100.0,537.79,13.456
25.362,1016.1,68.168,4.9368,29.816,1100.2,540.54,13.244
23.872,1016.5,78.653,5.0769,30.799,1099.7,537.17,13.44
23.055,1016.7,85.983,5.0989,30.464,1099.7,538.73,13.476
22.578,1016.8,89.881,4.4404,25.653,1090.8,549.29,12.186
22.209,1017.0,92.693,4.4488,25.321,1090.1,549.95,12.047
22.06,1017.0,91.607,4.4344,25.327,1090.1,550.36,12.026
21.7,1016.8,92.491,4.3659,24.389,1085.4,550.15,11.882
21.396,1016.5,93.668,4.482,25.3,1089.7,549.61,11.94
20.965,1016.3,93.957,4.5153,25.23,1090.1,549.8,11.906
20.604,1016.2,94.884,3.8689,20.76,1063.3,549.8,10.789
20.995,1016.3,95.053,3.6731,19.802,1057.1,550.06,10.496
20.747,1016.5,94.497,3.6798,19.79,1057.2,549.77,10.413
20.962,1016.9,94.429,3.686,19.736,1056.8,549.88,10.489
21.157,1017.5,94.546,3.9431,21.429,1066.7,550.2,11.039
22.296,1018.3,91.91,4.506,25.539,1091.5,550.05,12.133
23.518,1018.6,86.064,4.4257,25.692,1091.9,550.09,12.18
24.359,1018.4,82.451,4.4207,25.748,1092.8,550.12,12.201
25.139,1018.1,77.45,4.4208,25.831,1092.7,550.29,12.213
25.883,1017.6,73.639,4.4375,25.941,1092.9,549.92,12.242
26.829,1016.9,68.543,4.496,26.183,1094.7,549.7,12.33
27.597,1016.4,58.482,4.5117,26.175,1094.5,549.62,12.271
27.382,1016.1,61.555,4.4794,26.085,1093.7,550.04,12.337
26.686,1016.1,64.929,4.7173,27.866,1099.9,547.47,12.627
25.575,1016.4,71.513,4.3917,25.945,1093.4,549.66,12.294
23.935,1016.6,78.931,4.3506,25.769,1093.0,550.05,12.288
23.063,1017.0,83.392,4.2971,25.44,1090.7,550.11,12.17
22.789,1017.2,85.468,4.3242,25.474,1090.8,550.13,12.145
22.826,1017.2,85.619,4.3448,25.681,1091.9,550.18,12.184
22.807,1017.1,84.269,4.3183,25.552,1091.9,550.02,12.139
21.773,1016.8,86.182,4.3056,25.295,1087.8,548.99,12.051
21.466,1016.8,89.562,3.5907,20.086,1058.7,550.03,10.598
21.976,1016.6,90.164,3.5799,19.95,1058.0,550.09,10.53
22.189,1016.7,88.216,3.5068,19.837,1057.0,550.07,10.522
21.686,1016.8,88.243,3.5244,19.742,1056.9,549.99,10.504
20.599,1016.8,89.783,3.5668,19.732,1056.8,550.12,10.485
19.673,1017.1,92.003,3.6177,19.611,1056.5,549.99,10.466
19.688,1017.4,95.127,3.6918,19.635,1056.8,550.01,10.511
21.399,1017.6,95.612,4.0059,22.178,1071.2,549.84,11.208
23.232,1017.6,86.66,4.441,25.616,1091.6,550.18,12.152
24.184,1017.4,82.605,4.4182,25.766,1092.5,549.97,12.204
25.077,1017.1,80.538,4.4507,25.856,1093.5,550.27,12.212
25.904,1016.7,76.624,4.4642,25.906,1093.7,550.31,12.23
26.486,1016.2,72.589,4.4768,25.989,1093.9,549.62,12.242
26.99,1016.1,67.234,4.4842,26.055,1094.2,550.35,12.237
27.126,1016.1,64.716,4.448,26.022,1093.5,550.36,12.232
26.513,1016.2,65.681,4.3892,25.718,1092.6,550.44,12.171
25.438,1016.2,71.312,4.3577,25.683,1092.1,550.45,12.051
24.109,1016.3,80.252,4.3296,25.498,1091.0,550.24,12.032
23.181,1016.6,85.073,4.3662,25.673,1091.7,549.96,12.148
22.736,1016.8,87.814,4.4027,25.636,1092.2,549.6,12.132
21.709,1017.2,90.465,4.1198,23.302,1076.6,548.96,11.528
21.12,1017.1,92.342,4.4535,25.234,1089.9,549.97,12.086
21.064,1017.0,92.644,4.4116,25.336,1090.3,550.05,12.054
20.76,1016.8,92.929,3.6194,19.78,1058.1,550.09,10.572
20.135,1016.9,94.175,3.71,19.558,1056.1,549.94,10.454
19.868,1017.4,95.11,3.8136,20.258,1060.0,550.15,10.713
19.223,1017.4,93.4,4.5725,24.951,1088.1,550.15,12.025
18.845,1017.4,97.349,5.7109,31.4,1100.0,534.93,13.563
19.539,1017.7,98.408,5.5541,30.94,1099.9,536.82,13.349
21.396,1018.1,97.346,4.7946,27.091,1098.7,549.48,12.584
23.404,1018.2,88.295,5.236,30.786,1099.8,537.21,13.387
24.681,1017.8,82.193,4.7356,27.698,1098.4,546.41,12.734
25.475,1017.4,80.46,5.0262,29.462,1097.7,540.08,13.063
26.152,1016.9,77.854,4.688,27.383,1092.7,544.59,12.59
26.981,1016.4,72.752,4.1084,23.501,1078.0,549.25,11.505
27.057,1016.3,72.088,3.6305,20.219,1041.5,539.0,10.534
26.941,1016.3,71.371,3.638,20.555,1055.1,546.75,10.668
26.286,1016.2,74.136,5.4615,33.016,1100.0,529.45,13.781
25.08,1016.4,79.298,5.4762,33.048,1100.0,529.54,13.811
24.112,1016.5,83.205,5.4855,33.109,1100.1,528.96,13.84
23.493,1016.7,85.581,4.822,28.747,1098.1,543.02,12.904
23.118,1016.9,86.721,4.5573,26.634,1096.5,549.53,12.459
22.93,1017.1,88.908,4.6855,27.411,1097.5,547.51,12.585
22.773,1017.2,90.684,4.619,26.73,1097.1,549.47,12.513
22.034,1017.0,89.685,4.6195,26.591,1096.9,549.66,12.479
21.029,1016.6,91.412,4.7706,26.927,1098.1,549.15,12.473
20.562,1016.4,93.993,4.7944,26.955,1098.0,549.06,12.554
20.052,1016.3,92.76,4.8575,26.956,1098.9,549.34,12.49
19.486,1015.9,95.64,5.004,26.85,1098.6,549.68,12.577
19.583,1015.7,96.398,4.9962,26.867,1098.8,549.54,12.571
19.572,1015.7,97.296,4.9774,26.696,1097.9,549.66,12.437
19.878,1016.1,96.007,4.9554,27.189,1099.3,548.91,12.54
20.2,1016.6,95.138,4.858,26.95,1098.6,549.61,12.462
21.089,1016.3,93.557,4.7285,26.812,1098.3,549.75,12.486
22.404,1016.2,90.835,4.6533,26.691,1097.1,549.92,12.448
23.807,1015.6,84.897,4.5528,26.669,1096.8,549.53,12.338
25.2,1014.7,77.908,4.4529,26.531,1096.0,550.06,12.351
26.739,1013.9,69.226,4.4148,26.274,1094.3,550.33,12.246
27.321,1013.4,70.273,4.5032,26.389,1095.0,550.27,12.344
26.594,1013.5,76.41,4.5721,26.498,1095.7,549.92,12.365
25.815,1013.4,82.026,4.6264,26.598,1096.3,550.14,12.374
25.304,1013.3,84.524,4.5568,26.434,1095.0,550.37,12.245
24.715,1013.4,88.608,4.5854,26.386,1094.7,550.4,12.297
24.207,1013.6,91.37,4.6166,26.504,1095.5,549.97,12.376
23.817,1013.6,93.474,4.6199,26.539,1095.7,550.18,12.338
23.464,1013.3,90.987,4.6794,26.51,1095.7,549.5,12.382
22.96,1013.1,86.987,4.7972,27.979,1098.0,546.29,12.77
21.865,1013.0,91.903,4.4224,25.19,1088.7,550.04,12.07
22.105,1013.0,92.151,4.5318,25.665,1091.2,550.0,12.15
21.525,1012.7,90.512,4.4908,25.409,1089.9,549.88,12.1
20.75,1011.8,90.784,4.4766,25.364,1089.6,549.88,12.085
20.323,1011.1,92.729,4.5178,25.32,1089.4,549.68,12.033
20.672,1011.0,95.215,4.5314,25.371,1089.5,549.65,11.989
20.737,1011.1,92.616,4.5158,25.199,1088.6,549.66,12.076
20.82,1011.5,95.587,5.4322,31.185,1099.8,536.34,13.445
21.257,1011.7,93.776,5.2799,30.452,1099.9,538.99,13.34
22.415,1012.0,92.609,5.5868,32.652,1100.0,531.65,13.806
23.831,1012.0,91.541,5.7012,33.053,1100.0,530.0,13.904
25.238,1011.9,87.085,5.2333,30.25,1095.0,536.73,13.174
26.191,1012.0,81.899,4.2848,24.261,1083.1,550.1,11.748
26.8,1011.4,75.994,3.7543,20.788,1062.1,550.17,10.718
27.469,1009.9,68.824,4.6054,26.98,1095.2,548.77,12.33
26.629,1009.9,72.901,4.3392,25.537,1079.1,544.18,11.9
25.683,1010.2,79.16,4.0235,23.075,1075.6,550.15,11.347
24.419,1010.7,88.362,4.4651,25.463,1089.4,549.88,12.113
23.933,1011.2,84.714,3.8575,21.911,1068.9,550.13,11.104
23.338,1011.5,86.381,5.4654,32.59,1099.3,531.23,13.715
22.871,1011.5,88.97,5.5028,32.861,1099.9,530.11,13.775
22.161,1011.5,90.506,4.4769,25.526,1088.6,548.78,12.106
21.725,1011.4,91.471,4.4785,25.292,1089.3,550.2,12.09
21.188,1011.4,91.909,4.4665,25.381,1089.9,549.92,12.108
21.291,1011.2,89.848,4.4423,25.329,1089.6,549.98,12.089
21.608,1011.3,86.456,4.3687,25.369,1089.9,549.71,12.022
21.773,1011.5,84.521,4.3231,25.433,1090.1,549.85,12.132
22.126,1011.6,81.846,4.3103,25.655,1091.0,550.21,12.051
22.105,1011.8,81.434,4.3872,26.037,1093.1,550.34,12.253
21.973,1012.1,83.736,4.3439,25.665,1091.0,549.95,12.17
22.887,1012.4,81.908,5.3447,32.636,1100.0,531.92,13.789
23.923,1012.5,76.586,4.4819,26.744,1087.2,544.47,12.284
24.986,1012.4,72.747,4.4044,25.783,1088.1,547.89,12.16
26.07,1012.4,67.403,3.553,19.897,1056.8,549.6,10.479
26.725,1011.7,64.918,3.7055,20.703,1061.3,549.85,10.738
26.928,1011.2,63.511,3.6909,20.513,1030.5,531.05,10.53
26.936,1010.6,66.443,5.1671,30.708,1091.2,533.27,13.203
25.698,1011.4,73.849,4.4272,26.161,1092.3,549.7,12.154
24.642,1012.1,68.309,4.7991,28.916,1099.4,544.12,12.931
24.048,1012.1,69.062,4.9258,29.986,1100.0,540.75,13.204
23.634,1011.9,71.449,4.2999,25.628,1090.7,550.3,12.165
23.19,1012.1,76.019,4.2614,25.444,1089.8,550.3,12.143
22.615,1012.1,78.314,4.2739,25.408,1089.8,550.37,12.098
21.789,1011.9,82.149,4.2594,25.055,1088.1,550.06,12.002
20.997,1011.9,83.598,4.3226,25.478,1090.7,550.31,12.131
20.559,1012.0,85.329,4.3134,25.487,1090.7,549.71,12.091
19.945,1012.1,86.905,4.3717,25.33,1090.3,550.06,12.133
19.631,1012.1,89.328,4.3378,25.201,1089.3,550.17,12.038
19.568,1012.5,89.347,4.3569,25.363,1090.2,549.85,12.008
19.32,1012.9,89.052,4.3751,25.251,1089.5,550.27,11.985
19.021,1013.1,89.239,4.3766,25.38,1090.5,550.36,12.059
18.872,1013.3,89.877,4.1669,23.839,1081.9,549.91,11.672
20.102,1013.9,89.041,3.8988,22.255,1071.7,550.04,11.236
22.272,1014.3,82.497,4.3693,25.725,1091.6,550.07,12.107
24.236,1014.5,73.395,4.4448,25.964,1092.9,550.3,12.303
25.653,1014.8,69.877,4.5337,25.952,1093.3,550.19,12.312
26.058,1014.8,68.769,4.4899,25.702,1092.0,550.35,12.212
26.389,1014.8,66.481,4.51,25.92,1092.9,549.93,12.253
26.487,1014.7,64.548,4.4864,25.985,1092.9,550.11,12.283
